Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
.,com.Group11.soulfulplates.models,Wishlist,4,0,0,0,6,0,0,0,-1.0,5,1,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\.\src\main\java\com\Group11\soulfulplates\models\Wishlist.java,9
.,com.Group11.soulfulplates.models,WishlistItem,4,0,9,9,32,9,0,0,0.5555555555555556,0,2,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\.\src\main\java\com\Group11\soulfulplates\models\WishlistItem.java,6
.,com.Group11.soulfulplates.payload.request,CreateOrderRequest,8,0,8,8,60,8,0,0,0.5,5,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\.\src\main\java\com\Group11\soulfulplates\payload\request\CreateOrderRequest.java,5
.,com.Group11.soulfulplates.payload.request,CreateOrderRequest.SelectedItem,4,0,0,0,30,0,0,0,-1.0,0,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\.\src\main\java\com\Group11\soulfulplates\payload\request\CreateOrderRequest.java,45
.,com.Group11.soulfulplates.payload.request,CreatePaymentRequest,7,0,14,14,51,14,0,0,0.5,5,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\.\src\main\java\com\Group11\soulfulplates\payload\request\CreatePaymentRequest.java,5
.,com.Group11.soulfulplates.payload.request,CreateRatingRequest,5,0,11,11,39,11,0,0,0.5454545454545454,5,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\.\src\main\java\com\Group11\soulfulplates\payload\request\CreateRatingRequest.java,3
.,com.Group11.soulfulplates.payload.request,ForgetPasswordRequest,1,0,0,0,3,0,0,0,-1.0,2,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\.\src\main\java\com\Group11\soulfulplates\payload\request\ForgetPasswordRequest.java,6
.,com.Group11.soulfulplates.payload.request,GetOrderDetailsRequest,2,0,4,4,16,4,0,0,0.5,2,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\.\src\main\java\com\Group11\soulfulplates\payload\request\GetOrderDetailsRequest.java,3
.,com.Group11.soulfulplates.payload.request,GetOrdersRequest,4,0,8,8,30,8,0,0,0.5,2,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\.\src\main\java\com\Group11\soulfulplates\payload\request\GetOrdersRequest.java,3
.,com.Group11.soulfulplates.payload.request,GetStoreOrders,4,0,8,8,30,8,0,0,0.5,2,0,C:\Users\Divyansh\Desktop\Family\Chinmaya\Dalhousie Courses\CSCI 5308\project\Group11\Backend-Spring-Boot\.\src\main\java\com\Group11\soulfulplates\payload\request\GetStoreOrders.java,3
