Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
.,com.Group11.soulfulplates.security,WebSecurityConfig,authenticationManager,3,1,1,46,0,,
.,com.Group11.soulfulplates.security,WebSecurityConfig,passwordEncoder,3,1,0,51,0,,
.,com.Group11.soulfulplates.security,WebSecurityConfig,filterChain,6,1,1,56,0,com.Group11.soulfulplates.security.WebSecurityConfig,com.Group11.soulfulplates.security.WebSecurityConfig
.,com.Group11.soulfulplates.security,WebSecurityConfigTest,setUp,3,1,0,44,0,,
.,com.Group11.soulfulplates.security,WebSecurityConfigTest,testAuthenticationJwtTokenFilterBean,3,1,0,49,1,com.Group11.soulfulplates.security.WebSecurityConfig,com.Group11.soulfulplates.security.WebSecurityConfig
.,com.Group11.soulfulplates.security,WebSecurityConfigTest,testAuthenticationManagerBean,5,1,0,54,1,com.Group11.soulfulplates.security.WebSecurityConfig,com.Group11.soulfulplates.security.WebSecurityConfig
.,com.Group11.soulfulplates.security,WebSecurityConfigTest,testPasswordEncoderBean,3,1,0,63,1,com.Group11.soulfulplates.security.WebSecurityConfig,com.Group11.soulfulplates.security.WebSecurityConfig
.,com.Group11.soulfulplates.security,WebSecurityConfigTest,authenticationJwtTokenFilter,4,1,0,68,1,com.Group11.soulfulplates.security.WebSecurityConfig,com.Group11.soulfulplates.security.WebSecurityConfig
.,com.Group11.soulfulplates.security,WebSecurityConfigTest,authenticationProvider,4,1,0,73,1,com.Group11.soulfulplates.security.WebSecurityConfig,com.Group11.soulfulplates.security.WebSecurityConfig
.,com.Group11.soulfulplates.security,WebSecurityConfigTest,authenticationManager,7,1,0,79,1,com.Group11.soulfulplates.security.WebSecurityConfig,com.Group11.soulfulplates.security.WebSecurityConfig
.,com.Group11.soulfulplates.security,WebSecurityConfigTest,passwordEncoder,4,1,0,95,1,com.Group11.soulfulplates.security.WebSecurityConfig,com.Group11.soulfulplates.security.WebSecurityConfig
.,com.Group11.soulfulplates.services,AddressService,createAddress,0,1,1,9,0,,
.,com.Group11.soulfulplates.services,AddressService,getAddressById,0,1,1,11,0,,
.,com.Group11.soulfulplates.services,AddressService,getAllAddresses,0,1,0,13,0,,
.,com.Group11.soulfulplates.services,AddressService,updateAddress,0,1,1,15,0,,
.,com.Group11.soulfulplates.services,AddressService,deleteAddress,0,1,1,17,0,,
.,com.Group11.soulfulplates.services,AddressService,getAllStoresLatLon,0,1,0,19,0,,
.,com.Group11.soulfulplates.services,OrderService,createOrder,0,1,1,10,0,,
.,com.Group11.soulfulplates.services,OrderService,updateOrderStatus,0,1,2,11,0,,
.,com.Group11.soulfulplates.services,OrderService,getOrderDetails,0,1,2,12,0,,
.,com.Group11.soulfulplates.services,OrderService,getOrdersForUser,0,1,4,13,0,,
.,com.Group11.soulfulplates.services,OrderService,getOrdersForStore,0,1,4,14,0,,
.,com.Group11.soulfulplates.services,PaymentService,createPaymentAndTransaction,0,1,1,10,0,,
.,com.Group11.soulfulplates.services,PaymentService,updatePaymentStatus,0,1,3,11,0,,
.,com.Group11.soulfulplates.services,PaymentService,filterPayments,0,1,4,12,0,,
.,com.Group11.soulfulplates.services,PaymentService,filterSellerPayments,0,1,4,13,0,,
.,com.Group11.soulfulplates.services,RatingService,addRatingAndLinkToOrder,0,1,1,8,0,,
.,com.Group11.soulfulplates.services,RatingService,getAverageRating,0,1,1,9,0,,
.,com.Group11.soulfulplates.services,StoreService,existsById,0,1,1,9,0,,
.,com.Group11.soulfulplates.services,StoreService,createStore,0,1,1,11,0,,
.,com.Group11.soulfulplates.services,StoreService,getStoreById,0,1,1,13,0,,
.,com.Group11.soulfulplates.services,StoreService,getAllStores,0,1,0,15,0,,
.,com.Group11.soulfulplates.services,StoreService,deleteStore,0,1,1,19,0,,
.,com.Group11.soulfulplates.services,StoreService,updateStoreByUserId,0,1,2,23,0,,
.,com.Group11.soulfulplates.services,TransactionService,createTransaction,0,1,1,8,0,,
.,com.Group11.soulfulplates.services,TransactionService,updateTransactionStatus,0,1,2,9,0,,
.,com.Group11.soulfulplates.services.impl,AddressServiceImpl,createAddress,3,1,1,19,0,,
.,com.Group11.soulfulplates.services.impl,AddressServiceImpl,getAddressById,3,1,1,24,0,,
.,com.Group11.soulfulplates.services.impl,AddressServiceImpl,getAllAddresses,3,1,0,29,0,,
.,com.Group11.soulfulplates.services.impl,AddressServiceImpl,updateAddress,3,1,1,34,0,,
.,com.Group11.soulfulplates.services.impl,AddressServiceImpl,deleteAddress,3,1,1,39,0,,
.,com.Group11.soulfulplates.services.impl,AddressServiceImpl,getAllStoresLatLon,3,1,0,44,0,com.Group11.soulfulplates.repository.AddressRepository,com.Group11.soulfulplates.repository.AddressRepository
.,com.Group11.soulfulplates.services.impl,CategoryServiceImpl,createCategory,3,1,1,18,0,,
.,com.Group11.soulfulplates.services.impl,CategoryServiceImpl,findById,4,1,1,22,0,,
.,com.Group11.soulfulplates.services.impl,CategoryServiceImpl,updateCategory,6,1,2,28,0,com.Group11.soulfulplates.services.impl.CategoryServiceImpl,com.Group11.soulfulplates.services.impl.CategoryServiceImpl
.,com.Group11.soulfulplates.services.impl,CategoryServiceImpl,deleteCategory,4,1,1,35,0,com.Group11.soulfulplates.services.impl.CategoryServiceImpl,com.Group11.soulfulplates.services.impl.CategoryServiceImpl
.,com.Group11.soulfulplates.services.impl,CategoryServiceImpl,getAllByStoreId,3,1,0,40,0,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImpl,createMenuItem,3,1,1,31,0,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImpl,findMenuById,4,1,1,34,0,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImpl,updateMenuItem,6,1,2,41,0,com.Group11.soulfulplates.services.impl.MenuItemServiceImpl,com.Group11.soulfulplates.services.impl.MenuItemServiceImpl
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImpl,deleteMenuItem,4,1,1,47,0,com.Group11.soulfulplates.services.impl.MenuItemServiceImpl,com.Group11.soulfulplates.services.impl.MenuItemServiceImpl
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImpl,getAllMenuItemsWithDetails,29,4,0,52,0,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImpl,getMenuItemByStore,29,4,1,88,0,com.Group11.soulfulplates.repository.MenuItemRepository,com.Group11.soulfulplates.repository.MenuItemRepository
.,com.Group11.soulfulplates.services.impl,OrderServiceImpl,OrderServiceImpl,10,1,8,34,0,,
.,com.Group11.soulfulplates.services.impl,OrderServiceImpl,createOrder,34,5,1,46,0,com.Group11.soulfulplates.models.Order,com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.models.CartItem; com.Group11.soulfulplates.payload.request.CreateOrderRequest; com.Group11.soulfulplates.repository.UserRepository
.,com.Group11.soulfulplates.services.impl,OrderServiceImpl,updateOrderStatus,9,2,2,95,0,com.Group11.soulfulplates.models.Order,com.Group11.soulfulplates.models.Order
.,com.Group11.soulfulplates.services.impl,OrderServiceImpl,getOrderDetails,6,1,2,106,0,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.services.impl.OrderServiceImpl; com.Group11.soulfulplates.repository.OrderRepository
.,com.Group11.soulfulplates.services.impl,OrderServiceImpl,mapOrderToOrderDetailsData,38,6,1,119,0,com.Group11.soulfulplates.models.Rating,com.Group11.soulfulplates.models.Rating; com.Group11.soulfulplates.utils.CartItemUtils; com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.repository.CartItemRepository; com.Group11.soulfulplates.models.Store; com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.repository.PaymentRepository
.,com.Group11.soulfulplates.services.impl,OrderServiceImpl,mapMenuItemToDTO,25,3,1,170,0,,
.,com.Group11.soulfulplates.services.impl,OrderServiceImpl,getOrdersForUser,6,1,4,199,0,com.Group11.soulfulplates.repository.OrderRepository,com.Group11.soulfulplates.repository.OrderRepository
.,com.Group11.soulfulplates.services.impl,OrderServiceImpl,convertToOrderData,43,8,1,215,0,com.Group11.soulfulplates.models.Rating,com.Group11.soulfulplates.models.Rating; com.Group11.soulfulplates.utils.CartItemUtils; com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.repository.CartItemRepository; com.Group11.soulfulplates.models.Store; com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.repository.PaymentRepository
.,com.Group11.soulfulplates.services.impl,OrderServiceImpl,convertToItemData,31,3,1,270,0,,
.,com.Group11.soulfulplates.services.impl,OrderServiceImpl,getOrdersForStore,6,1,4,304,0,com.Group11.soulfulplates.repository.OrderRepository,com.Group11.soulfulplates.repository.OrderRepository
.,com.Group11.soulfulplates.services.impl,PaymentServiceImpl,createPaymentAndTransaction,54,7,1,49,0,com.Group11.soulfulplates.payload.request.CreatePaymentRequest,com.Group11.soulfulplates.payload.request.CreatePaymentRequest; com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.models.Transaction; com.Group11.soulfulplates.repository.CartItemRepository; com.Group11.soulfulplates.utils.CartItemUtils; com.Group11.soulfulplates.repository.UserRepository
.,com.Group11.soulfulplates.services.impl,PaymentServiceImpl,updatePaymentStatus,9,2,3,108,0,com.Group11.soulfulplates.models.Payment,com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.models.Transaction
.,com.Group11.soulfulplates.services.impl,PaymentServiceImpl,filterPayments,10,1,4,123,0,com.Group11.soulfulplates.repository.PaymentRepository,com.Group11.soulfulplates.repository.PaymentRepository
.,com.Group11.soulfulplates.services.impl,PaymentServiceImpl,filterSellerPayments,9,1,4,153,0,com.Group11.soulfulplates.repository.PaymentRepository,com.Group11.soulfulplates.repository.PaymentRepository
.,com.Group11.soulfulplates.services.impl,RatingServiceImpl,addRatingAndLinkToOrder,35,6,1,29,0,com.Group11.soulfulplates.payload.request.CreateRatingRequest,com.Group11.soulfulplates.payload.request.CreateRatingRequest; com.Group11.soulfulplates.repository.RatingRepository; com.Group11.soulfulplates.models.Rating; com.Group11.soulfulplates.models.Order
.,com.Group11.soulfulplates.services.impl,RatingServiceImpl,getAverageRating,11,3,1,68,0,com.Group11.soulfulplates.repository.RatingRepository,com.Group11.soulfulplates.repository.RatingRepository; com.Group11.soulfulplates.models.Rating
.,com.Group11.soulfulplates.services.impl,StoreServiceImpl,StoreServiceImpl,3,1,1,18,0,,
.,com.Group11.soulfulplates.services.impl,StoreServiceImpl,updateStoreByUserId,9,1,2,24,0,com.Group11.soulfulplates.models.Store,com.Group11.soulfulplates.models.Store; com.Group11.soulfulplates.repository.StoreRepository
.,com.Group11.soulfulplates.services.impl,StoreServiceImpl,createStore,3,1,1,39,0,,
.,com.Group11.soulfulplates.services.impl,StoreServiceImpl,getStoreById,3,1,1,44,0,,
.,com.Group11.soulfulplates.services.impl,StoreServiceImpl,getAllStores,3,1,0,49,0,,
.,com.Group11.soulfulplates.services.impl,StoreServiceImpl,deleteStore,3,1,1,55,0,,
.,com.Group11.soulfulplates.services.impl,StoreServiceImpl,existsById,3,1,1,60,0,,
.,com.Group11.soulfulplates.services.impl,SubcategoryServiceImpl,createSubcategory,3,1,1,17,0,,
.,com.Group11.soulfulplates.services.impl,SubcategoryServiceImpl,findById,4,1,1,22,0,,
.,com.Group11.soulfulplates.services.impl,SubcategoryServiceImpl,updateSubcategory,6,1,2,29,0,com.Group11.soulfulplates.services.impl.SubcategoryServiceImpl,com.Group11.soulfulplates.services.impl.SubcategoryServiceImpl
.,com.Group11.soulfulplates.services.impl,SubcategoryServiceImpl,deleteSubcategory,4,1,1,36,0,com.Group11.soulfulplates.services.impl.SubcategoryServiceImpl,com.Group11.soulfulplates.services.impl.SubcategoryServiceImpl
.,com.Group11.soulfulplates.services.impl,SubcategoryServiceImpl,getAllSubCategories,3,1,0,41,0,,
.,com.Group11.soulfulplates.services.impl,TransactionServiceImpl,createTransaction,13,1,1,23,0,com.Group11.soulfulplates.models.Transaction,com.Group11.soulfulplates.models.Transaction; com.Group11.soulfulplates.repository.UserRepository
.,com.Group11.soulfulplates.services.impl,TransactionServiceImpl,updateTransactionStatus,7,1,2,40,0,com.Group11.soulfulplates.models.Transaction,com.Group11.soulfulplates.models.Transaction
.,com.Group11.soulfulplates.services.impl,WishlistServiceImpl,getAllWishlists,3,1,0,23,0,,
.,com.Group11.soulfulplates.services.impl,WishlistServiceImpl,getWishlistById,3,1,1,27,0,,
.,com.Group11.soulfulplates.services.impl,WishlistServiceImpl,saveOrUpdateWishlist,12,2,1,31,0,com.Group11.soulfulplates.repository.UserRepository,com.Group11.soulfulplates.repository.UserRepository
.,com.Group11.soulfulplates.services.impl,WishlistServiceImpl,deleteWishlist,9,1,1,49,0,,
.,com.Group11.soulfulplates.services.impl,AddressServiceImplTest,testCreateAddress,7,1,0,29,1,com.Group11.soulfulplates.services.impl.AddressServiceImpl,com.Group11.soulfulplates.services.impl.AddressServiceImpl
.,com.Group11.soulfulplates.services.impl,AddressServiceImplTest,testGetAddressById_ExistingId,8,1,0,40,1,com.Group11.soulfulplates.services.impl.AddressServiceImpl,com.Group11.soulfulplates.services.impl.AddressServiceImpl
.,com.Group11.soulfulplates.services.impl,AddressServiceImplTest,testGetAddressById_NonExistingId,11,1,0,52,1,com.Group11.soulfulplates.services.impl.AddressServiceImpl,com.Group11.soulfulplates.services.impl.AddressServiceImpl
.,com.Group11.soulfulplates.services.impl,AddressServiceImplTest,testGetAllAddresses,9,1,0,66,1,com.Group11.soulfulplates.services.impl.AddressServiceImpl,com.Group11.soulfulplates.services.impl.AddressServiceImpl
.,com.Group11.soulfulplates.services.impl,AddressServiceImplTest,testUpdateAddress,7,1,0,79,1,com.Group11.soulfulplates.services.impl.AddressServiceImpl,com.Group11.soulfulplates.services.impl.AddressServiceImpl
.,com.Group11.soulfulplates.services.impl,AddressServiceImplTest,testDeleteAddress,5,1,0,90,1,com.Group11.soulfulplates.services.impl.AddressServiceImpl,com.Group11.soulfulplates.services.impl.AddressServiceImpl
.,com.Group11.soulfulplates.services.impl,AddressServiceImplTest,testGetAllStoresLatLon,7,1,0,99,1,com.Group11.soulfulplates.services.impl.AddressServiceImpl,com.Group11.soulfulplates.services.impl.AddressServiceImpl; com.Group11.soulfulplates.repository.AddressRepository
.,com.Group11.soulfulplates.services.impl,CategoryServiceImplTest,setUp,3,1,0,27,0,,
.,com.Group11.soulfulplates.services.impl,CategoryServiceImplTest,testCreateCategory,9,1,0,32,1,,
.,com.Group11.soulfulplates.services.impl,CategoryServiceImplTest,testFindById_CategoryFound,11,1,0,46,1,,
.,com.Group11.soulfulplates.services.impl,CategoryServiceImplTest,testFindById_CategoryNotFound,5,1,0,62,1,,
.,com.Group11.soulfulplates.services.impl,CategoryServiceImplTest,testUpdateCategory,15,1,0,71,1,,
.,com.Group11.soulfulplates.services.impl,CategoryServiceImplTest,testDeleteCategory,9,1,0,92,1,,
.,com.Group11.soulfulplates.services.impl,CategoryServiceImplTest,testGetAllByStoreId,10,1,0,106,1,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImplTest,setUp,3,1,0,38,0,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImplTest,createMenuItem,7,1,0,43,1,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImplTest,findMenuById_existingId,9,1,0,53,1,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImplTest,findMenuById_nonExistingId,5,1,0,65,1,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImplTest,updateMenuItem,14,1,0,73,1,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImplTest,deleteMenuItem,8,1,0,92,1,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImplTest,getAllMenuItemsWithDetails,42,1,0,104,1,,
.,com.Group11.soulfulplates.services.impl,MenuItemServiceImplTest,getMenuItemByStore,42,1,0,158,1,com.Group11.soulfulplates.repository.MenuItemRepository,com.Group11.soulfulplates.repository.MenuItemRepository
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,setUp,4,1,0,57,0,,
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testCreateOrder_SuccessfullyCreated,32,1,0,72,1,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.payload.response.CreateOrderResponse; com.Group11.soulfulplates.payload.request.CreateOrderRequest; com.Group11.soulfulplates.services.impl.OrderServiceImpl; com.Group11.soulfulplates.repository.UserRepository; com.Group11.soulfulplates.models.Store
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testUpdateOrderStatus_OrderNotFound_ReturnsNull,10,1,0,117,1,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.services.impl.OrderServiceImpl
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testUpdateOrderStatus_OrderFound_SuccessfullyUpdated,16,1,0,135,1,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.services.impl.OrderServiceImpl; com.Group11.soulfulplates.models.Order
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testGetOrderDetails_OrderNotFound_ThrowsException,7,1,0,160,1,com.Group11.soulfulplates.repository.OrderRepository,com.Group11.soulfulplates.repository.OrderRepository
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testConvertToOrderData,26,1,0,172,1,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.services.impl.OrderServiceImpl
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testConvertToItemData,50,1,0,206,1,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.services.impl.OrderServiceImpl
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testGetOrdersForStore_Success,17,1,0,265,1,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.payload.response.OrdersResponse; com.Group11.soulfulplates.repository.OrderRepository; com.Group11.soulfulplates.services.impl.OrderServiceImpl
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testGetOrdersForUser_Success,17,1,0,293,1,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.payload.response.OrdersResponse; com.Group11.soulfulplates.services.impl.OrderServiceImpl; com.Group11.soulfulplates.repository.OrderRepository
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testGetOrdersForUser_OrdersFound_Success,21,1,0,321,1,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.payload.response.OrdersResponse; com.Group11.soulfulplates.services.impl.OrderServiceImpl; com.Group11.soulfulplates.repository.OrderRepository
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testGetOrdersForStore_OrdersFound_Success,21,1,0,354,1,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.payload.response.OrdersResponse; com.Group11.soulfulplates.repository.OrderRepository; com.Group11.soulfulplates.services.impl.OrderServiceImpl
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testCreateOrder_MissingUser_ReturnsNull,16,1,0,387,1,com.Group11.soulfulplates.services.impl.OrderServiceImpl,com.Group11.soulfulplates.payload.request.CreateOrderRequest; com.Group11.soulfulplates.services.impl.OrderServiceImpl; com.Group11.soulfulplates.repository.UserRepository
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testGetOrderDetails_NonExistentOrder_ThrowsException,7,1,0,415,1,com.Group11.soulfulplates.repository.OrderRepository,com.Group11.soulfulplates.repository.OrderRepository
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,setUp,3,1,0,47,0,,
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,testCreatePaymentAndTransaction_InvalidUser,15,1,0,52,1,com.Group11.soulfulplates.payload.request.CreatePaymentRequest,com.Group11.soulfulplates.payload.request.CreatePaymentRequest
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,createPaymentAndTransaction_Success,28,1,0,72,1,com.Group11.soulfulplates.services.impl.PaymentServiceImpl,com.Group11.soulfulplates.payload.request.CreatePaymentRequest; com.Group11.soulfulplates.services.impl.PaymentServiceImpl; com.Group11.soulfulplates.models.Transaction; com.Group11.soulfulplates.repository.CartItemRepository; com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.repository.UserRepository
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,filterPayments_Success,27,1,0,115,1,com.Group11.soulfulplates.services.impl.PaymentServiceImpl,com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.services.impl.PaymentServiceImpl; com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.models.Store; com.Group11.soulfulplates.models.Transaction; com.Group11.soulfulplates.repository.PaymentRepository
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,filterSellerPayments_Success,27,1,0,164,1,com.Group11.soulfulplates.services.impl.PaymentServiceImpl,com.Group11.soulfulplates.models.Order; com.Group11.soulfulplates.services.impl.PaymentServiceImpl; com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.models.Store; com.Group11.soulfulplates.models.Transaction; com.Group11.soulfulplates.repository.PaymentRepository
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,updatePaymentStatus_Success,12,1,0,213,1,com.Group11.soulfulplates.models.Payment,com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.models.Transaction
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,updatePaymentStatus_TransactionIdMismatch,13,1,0,234,1,com.Group11.soulfulplates.models.Payment,com.Group11.soulfulplates.models.Payment; com.Group11.soulfulplates.models.Transaction
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,updatePaymentStatus_PaymentNotFound,9,1,0,256,1,,
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,setUp,3,1,0,36,0,,
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,testGetAverageRating,9,1,0,41,1,com.Group11.soulfulplates.services.impl.RatingServiceImpl,com.Group11.soulfulplates.models.Rating; com.Group11.soulfulplates.repository.RatingRepository; com.Group11.soulfulplates.services.impl.RatingServiceImpl
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,testGetAverageRating_EmptyRatings,5,1,0,56,1,com.Group11.soulfulplates.services.impl.RatingServiceImpl,com.Group11.soulfulplates.repository.RatingRepository; com.Group11.soulfulplates.services.impl.RatingServiceImpl
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,testAddRatingAndLinkToOrder_InvalidOrder,8,1,0,65,1,com.Group11.soulfulplates.payload.request.CreateRatingRequest,com.Group11.soulfulplates.payload.request.CreateRatingRequest
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,addRatingAndLinkToOrder_OrderIdNull,9,1,0,78,1,com.Group11.soulfulplates.payload.request.CreateRatingRequest,com.Group11.soulfulplates.payload.request.CreateRatingRequest
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,addRatingAndLinkToOrder_StoreIdNull,10,1,0,94,1,com.Group11.soulfulplates.payload.request.CreateRatingRequest,com.Group11.soulfulplates.payload.request.CreateRatingRequest
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,addRatingAndLinkToOrder_OrderNotFound,11,1,0,111,1,com.Group11.soulfulplates.payload.request.CreateRatingRequest,com.Group11.soulfulplates.payload.request.CreateRatingRequest
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,addRatingAndLinkToOrder_NewRating,16,1,0,131,1,com.Group11.soulfulplates.payload.request.CreateRatingRequest,com.Group11.soulfulplates.payload.request.CreateRatingRequest; com.Group11.soulfulplates.models.Order
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,addRatingAndLinkToOrder_StoreNotFound,14,1,0,160,1,com.Group11.soulfulplates.payload.request.CreateRatingRequest,com.Group11.soulfulplates.payload.request.CreateRatingRequest; com.Group11.soulfulplates.models.Order
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,setup,3,1,0,28,0,,
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,testUpdateStoreByUserId_Success,21,1,0,33,1,com.Group11.soulfulplates.services.impl.StoreServiceImpl,com.Group11.soulfulplates.models.Store; com.Group11.soulfulplates.repository.StoreRepository; com.Group11.soulfulplates.services.impl.StoreServiceImpl
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,testCreateStore_Success,11,1,0,60,1,com.Group11.soulfulplates.services.impl.StoreServiceImpl,com.Group11.soulfulplates.services.impl.StoreServiceImpl; com.Group11.soulfulplates.models.Store
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,getStoreById_ExistingId_ReturnsStore,9,1,0,76,1,com.Group11.soulfulplates.services.impl.StoreServiceImpl,com.Group11.soulfulplates.services.impl.StoreServiceImpl; com.Group11.soulfulplates.models.Store
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,getStoreById_NonExistingId_ReturnsEmptyOptional,6,1,0,92,1,com.Group11.soulfulplates.services.impl.StoreServiceImpl,com.Group11.soulfulplates.services.impl.StoreServiceImpl
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,getAllStores_ReturnsListOfStores,8,1,0,105,1,com.Group11.soulfulplates.services.impl.StoreServiceImpl,com.Group11.soulfulplates.services.impl.StoreServiceImpl
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,deleteStore_ExistingId_DeletesStore,5,1,0,120,1,com.Group11.soulfulplates.services.impl.StoreServiceImpl,com.Group11.soulfulplates.services.impl.StoreServiceImpl
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,existsById_ExistingId_ReturnsTrue,6,1,0,130,1,com.Group11.soulfulplates.services.impl.StoreServiceImpl,com.Group11.soulfulplates.services.impl.StoreServiceImpl
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,existsById_NonExistingId_ReturnsFalse,6,1,0,143,1,com.Group11.soulfulplates.services.impl.StoreServiceImpl,com.Group11.soulfulplates.services.impl.StoreServiceImpl
.,com.Group11.soulfulplates.services.impl,SubcategoryServiceImplTest,setUp,3,1,0,26,0,,
.,com.Group11.soulfulplates.services.impl,SubcategoryServiceImplTest,testCreateSubcategory,10,1,0,31,1,,
.,com.Group11.soulfulplates.services.impl,SubcategoryServiceImplTest,testFindById,10,1,0,45,1,,
.,com.Group11.soulfulplates.services.impl,SubcategoryServiceImplTest,testUpdateSubcategory,11,1,0,59,1,,
.,com.Group11.soulfulplates.services.impl,SubcategoryServiceImplTest,testDeleteSubcategory,8,1,0,74,1,,
.,com.Group11.soulfulplates.services.impl,SubcategoryServiceImplTest,testGetAllSubCategories,13,1,0,86,1,,
.,com.Group11.soulfulplates.services.impl,TransactionServiceImplTest,setup,3,1,0,31,0,,
.,com.Group11.soulfulplates.services.impl,TransactionServiceImplTest,testCreateTransaction_Success,26,1,0,36,1,com.Group11.soulfulplates.services.impl.TransactionServiceImpl,com.Group11.soulfulplates.models.Transaction; com.Group11.soulfulplates.services.impl.TransactionServiceImpl; com.Group11.soulfulplates.repository.UserRepository
.,com.Group11.soulfulplates.services.impl,TransactionServiceImplTest,testUpdateTransactionStatus_Success,11,1,0,73,1,com.Group11.soulfulplates.services.impl.TransactionServiceImpl,com.Group11.soulfulplates.models.Transaction; com.Group11.soulfulplates.services.impl.TransactionServiceImpl
.,com.Group11.soulfulplates.services.impl,WishlistServiceImplTest,setUp,3,1,0,32,0,,
.,com.Group11.soulfulplates.services.impl,WishlistServiceImplTest,testGetAllWishlists,7,1,0,37,1,com.Group11.soulfulplates.services.impl.WishlistServiceImpl,com.Group11.soulfulplates.services.impl.WishlistServiceImpl
